Role_ID,Industry,Human_Labor_Cost_hr,Tokens_per_Human_Hour,Inference_Cost_2026,Agent_Labor_Equivalent_Cost,Substitution_Elasticity,AI_Augmentation_Factor,Automation_Risk_Index,Hardware_CapEx_Sensitivity,Regulatory_Moat,Substitution_Year_Est
UNKNOWN,Consulting,148.0,317954.0,0.3978,0.1265,0.92,0.65,100,0.35,Med,2027
INS-015,Insurance,98.0,241777.0,0.0931,0.0225,0.9,0.66,100,0.32,Med,2028
REL-074,Real Estate,51.0,74066.0,0.2794,0.0207,0.76,1.0,100,0.2,High,2033
LOG-064,Logistics,42.0,48734.0,0.1073,0.0052,1.04,0.58,100,0.29,Med,2029
,,,,0.5374,0.0929,1.05,0.87,100,0.24,High,2031
MFG-075,Manufacturing,46.0,80217.0,0.3027,0.0243,0.7,0.59,100,0.39,Low,2029
CON-069,Consulting,68.0,172087.0,0.3413,0.0587,0.78,0.59,100,0.25,Low,2029
LOG-069,Logistics,51.0,84313.0,0.2013,0.017,0.97,0.65,100,0.17,Med,2030
INS-016,Insurance,45.0,70671.0,0.0565,0.004,1.11,0.62,100,0.16,Med,2028
ENR-062,Energy,113.0,178319.0,0.3815,0.068,0.68,0.41,100,0.35,Med,2028
HLT-061,Healthcare,138.0,288001.0,0.6211,0.1789,0.64,1.0,80,0.3,High,2031
LOG-029,Logistics,67.0,133879.0,0.1171,0.0157,1.0,0.68,100,0.44,High,2031
RET-066,Retail,44.0,92119.0,0.3456,0.0318,0.77,0.3,100,0.36,Low,2026
RET-072,Retail,27.0,41722.0,0.0429,0.0018,0.8,0.86,100,0.21,Low,2027
GOV-001,Government,66.0,187033.0,0.2861,0.0535,0.87,0.72,100,0.41,Med,2028
GOV-005,123abc,69.0,136603.0,0.2716,0.0371,1.01,0.88,100,0.25,High,2029
FIN-070,Finance,124.0,270755.0,0.2899,0.0785,0.93,0.44,100,0.43,Low,2027
INS-017,Insurance,56.0,119324.0,0.2269,0.0271,1.02,0.63,100,0.33,Low,2027
INS-051,Insurance,67.0,135772.0,0.2024,0.0275,1.07,0.49,100,0.25,Low,2026
HLT-013,Healthcare,178.0,339360.0,0.2061,0.0699,0.74,0.8,100,0.33,High,2031
EDU-033,Education,47.0,146872.0,0.3149,0.0462,0.79,0.69,100,0.37,Med,2030
LEG-070,Legal,104.0,192578.0,0.3386,0.0652,0.92,0.91,100,0.28,High,2031
HLT-077,Healthcare,127.0,327092.0,0.2137,0.0699,0.81,0.71,100,0.37,High,2030
MFG-002,Manufacturing,47.0,106339.0,0.1508,0.016,1.11,0.65,100,0.33,Med,2027
CON-013,Consulting,103.0,157729.0,0.6414,0.1012,0.89,0.4,100,0.36,Low,2028
TEL-064,Telecom,73.0,83915.0,0.337,0.0283,1.02,0.64,100,0.43,Med,2030
CRE-066,Creative,91.0,402664.0,0.5927,0.2387,0.88,0.61,39,0.54,Med,2028
TEL-079,Telecom,41.0,80723.0,0.2097,0.0169,0.73,1.0,100,0.18,High,2031
HLT-050,Healthcare,89.0,217502.0,0.7227,0.1572,0.96,1.0,44,0.09,High,2030
CRE-021,Creative,83.0,446614.0,0.6806,0.304,0.73,0.65,30,0.37,Med,2030
,,,,0.3102,0.0229,0.9,0.72,100,0.29,Med,2030
RET-053,Retail,25.0,36289.0,0.2118,0.0077,1.18,0.81,100,0.12,Med,2028
,,,,0.0582,0.0038,1.04,0.64,100,0.23,Low,2026
LEG-048,Legal,111.0,157949.0,0.7607,0.1202,0.84,0.7,100,0.18,Med,2027
TEL-067,Telecom,53.0,94910.0,0.5576,0.0529,0.92,0.55,100,0.43,Med,2028
CON-061,Consulting,136.0,259194.0,0.3456,0.0896,0.5,0.78,100,0.29,Med,2030
CRE-019,Creative,87.0,372256.0,0.3225,0.1201,0.93,0.62,97,0.4,Low,2026
FIN-067,Finance,135.0,210187.0,0.7645,0.1607,1.07,0.72,91,0.43,Med,2027
RET-056,Retail,62.0,126217.0,0.2604,0.0329,0.86,0.43,100,0.52,Low,2026
REL-013,Real Estate,11650.0,30934250.0,0.2235,0.0208,1.01,0.79,100,0.3,Med,2029
INS-045,Insurance,56.0,84108.0,0.5774,0.0486,0.93,0.94,100,0.01,Low,2029
GOV-058,Government,37.0,78669.0,0.454,0.0357,0.79,1.0,100,0.16,High,2031
ENR-039,123abc,155.0,336335.0,0.2004,0.0674,1.04,0.41,100,0.69,Med,2028
GOV-045,Government,64.0,154402.0,0.1389,0.0214,1.08,0.99,100,0.18,High,2031
MLO-075,MLOps,64.0,89255.0,0.0476,0.0042,1.09,0.85,100,0.17,Low,2028
RET-029,Retail,37.0,75155.0,0.1667,0.0125,1.24,0.68,100,0.44,Low,2027
CRE-070,Creative,130.0,618685.0,0.1013,0.0627,0.66,0.64,100,0.52,Med,2028
FIN-054,Finance,65.0,142043.0,0.7959,0.1131,1.01,0.92,54,0.28,High,2031
HLT-070,Healthcare,94.0,232259.0,0.331,0.0769,1.1,0.98,100,0.22,High,2031
FIN-036,Finance,143.0,284914.0,0.2634,0.075,0.95,0.82,100,0.41,High,2031
CON-009,Consulting,100.0,176580.0,0.3022,0.0534,1.05,0.84,100,0.16,Med,2027
RET-063,Retail,48.0,97219.0,0.1043,0.0101,0.98,0.47,100,0.33,Low,2026
MLO-075,MLOps,64.0,89255.0,0.0476,0.0042,1.09,0.85,100,0.17,Low,2028
FIN-008,Finance,98.0,168940.0,0.2808,0.0474,1.18,0.83,100,0.2,Med,2029
MFG-058,Manufacturing,28.0,36157.0,0.037,0.0013,0.95,1.0,100,0.24,High,2033
INS-043,Insurance,71.0,163786.0,0.3449,0.0565,0.83,0.73,100,0.41,Med,2027
INS-068,Insurance,42.0,76573.0,0.1578,0.0121,0.78,0.67,100,0.21,Low,2028
MLO-079,MLOps,71.0,104347.0,0.2559,0.0267,0.91,1.0,100,0.27,High,2031
ENR-055,Energy,69.0,144667.0,0.5067,0.0733,0.6,0.94,100,0.13,High,2031
MLO-071,MLOps,82.0,96638.0,0.5071,0.049,1.08,0.66,100,0.25,Low,2027
CON-039,Consulting,188.0,311961.0,0.646,0.2015,1.0,0.41,100,0.67,Low,2028
MLO-062,MLOps,77.0,81780.0,0.5617,0.0459,1.02,0.69,100,0.31,Low,2029
EDU-005,Education,71.0,189057.0,0.2987,0.0565,0.9,0.79,100,0.32,High,2029
CON-052,Consulting,65.0,72859.0,0.5498,0.0401,0.93,0.67,100,0.31,Low,2028
LOG-080,Logistics,46.0,84746.0,0.0391,0.0033,0.91,0.72,100,0.24,Med,2029
TEL-008,Telecom,39.0,58202.0,0.2479,0.0144,0.94,0.59,100,0.22,Low,2029
MFG-053,Manufacturing,43.0,72036.0,0.0457,0.0033,0.99,0.67,100,0.23,Med,2029
LOG-076,Logistics,85.0,199151.0,0.2209,0.044,0.9,0.62,100,0.72,Med,2028
TEL-077,Telecom,121.0,307699.0,0.3213,0.0989,1.0,0.46,100,0.73,Med,2027
MFG-042,Manufacturing,42.0,70458.0,0.0306,0.0022,1.12,0.79,100,0.18,Low,2028
LEG-007,Legal,105.0,235931.0,0.0547,0.0129,1.54,0.83,100,0.43,Med,2029
TEL-073,Telecom,52.0,124898.0,0.2726,0.034,1.15,0.91,100,0.22,Value ,2031
REL-018,Real Estate,101.0,148565.0,0.113,0.0168,1.13,0.79,100,0.43,High,2030
FIN-062,Finance,96.0,214225.0,0.1809,0.0388,0.89,0.79,100,0.27,Med,2030
EDU-053,Education,44.0,103269.0,0.3521,0.0364,1.01,0.8,100,0.23,Med,2029
CON-059,Consulting,72.0,116753.0,0.2304,0.0269,0.9,0.97,100,0.15,High,2030
MFG-032,Manufacturing,35.0,68352.0,0.1105,0.0076,1.27,0.71,100,0.22,Low,2028
RET-071,Retail,41.0,84170.0,0.4858,0.0409,0.79,0.84,100,0.31,Med,2030
HLT-029,Healthcare,106.0,176854.0,0.7482,0.1323,0.59,1.0,95,0.31,High,2031
HLT-003,Healthcare,136.0,312575.0,0.5921,0.1851,0.86,0.87,88,0.26,High,2029
MLO-003,MLOps,114.0,110884.0,0.3231,0.0358,0.78,0.83,100,0.17,High,2031
CON-060,Consulting,105.0,288380.0,0.5981,0.1725,0.92,0.57,68,0.44,Low,2028
ENR-009,Energy,113.0,276685.0,0.0764,0.0211,0.85,0.47,100,0.58,Low,2026
MFG-052,Manufacturing,50.0,115464.0,0.0935,0.0108,1.08,0.62,100,0.39,Low,2026
CRE-052,Creative,77.0,359552.0,0.3,0.1079,0.77,0.47,100,0.63,Low,2028
REL-076,Real Estate,33.0,50997.0,0.1417,0.0072,0.9,0.9,100,0.28,High,2031
GOV-078,Government,82.0,186205.0,0.0726,0.0135,0.82,0.7,100,0.48,Med,2028
CRE-038,Creative,139.0,579323.0,0.2723,0.1577,0.62,0.18,100,0.8,Low,2026
MLO-014,MLOps,120.0,227995.0,0.1814,0.0414,1.13,0.59,100,0.32,Low,2027
GOV-060,Government,52.0,93363.0,0.3353,0.0313,0.66,0.87,100,0.32,High,2030
LEG-017,Legal,110.0,231333.0,0.774,0.1791,0.99,0.93,62,0.33,High,2031
MLO-005,MLOps,62.0,81451.0,0.0459,0.0037,1.16,0.62,100,0.35,Low,2027
LEG-034,Legal,126.0,241529.0,0.1099,0.0265,1.17,0.78,100,0.22,Med,2030
TEL-034,Telecom,41.0,70001.0,0.3177,0.0222,1.32,0.94,100,0.12,High,2030
ENR-035,Energy,99.0,227589.0,0.1638,0.0373,0.86,0.71,100,0.39,Med,2029
MLO-067,MLOps,125.0,261677.0,0.293,0.0767,1.1,0.51,100,0.68,Med,2030
EDU-027,Education,67.0,166098.0,0.08,0.0133,1.06,0.41,100,0.29,Low,2026
GOV-007,Government,65.0,124852.0,0.1895,0.0237,1.02,0.59,100,0.18,Med,2028
INS-062,Insurance,61.0,122490.0,0.2435,0.0298,1.01,0.62,100,0.24,Med,2029
ENR-025,Energy,114.0,251534.0,0.2105,0.0529,0.98,0.79,100,0.37,High,2032
TEL-051,Telecom,51.0,126301.0,0.5789,0.0731,0.65,1.0,70,0.19,High,2032
LEG-057,Legal,96.0,199967.0,0.0766,0.0153,1.27,1.0,100,0.14,High,2031
EDU-017,Education,64.0,142068.0,0.5815,0.0826,0.77,0.82,90,0.37,Med,2029
FIN-013,Finance,108.0,213929.0,0.5997,0.1283,0.55,0.64,100,0.37,Low,2026
CON-006,Consulting,87.0,157253.0,0.3867,0.0608,0.84,0.74,100,0.11,Med,2029
INS-060,Insurance,111.0,314978.0,0.1021,0.0322,0.96,0.24,100,0.53,Low,2026
REL-051,Real Estate,11650.0,30934250.0,0.3643,0.0142,0.8,0.97,100,0.1,Med,2030
REL-053,Real Estate,44.0,70300.0,0.2298,0.0162,1.13,0.42,100,0.25,Low,2027
GOV-035,Government,56.0,139062.0,0.3038,0.0422,0.79,1.0,100,0.23,High,2030
HLT-004,Healthcare,49.0,144194.0,0.4921,0.071,0.62,1.0,68,0.13,High,2033
CRE-072,Creative,57.0,221592.0,0.3097,0.0686,0.62,0.59,100,0.46,Low,2026
GOV-050,Government,49.0,117725.0,0.0592,0.007,0.96,0.62,100,0.22,Med,2028
HLT-063,Healthcare,174.0,350561.0,0.3497,0.1226,0.94,0.93,100,0.37,High,2031
MLO-047,MLOps,108.0,171140.0,0.253,0.0433,1.2,0.79,100,0.41,Med,2028
ENR-042,Energy,169.0,239990.0,0.5745,0.1379,1.0,0.52,100,0.27,High,2031
MFG-026,Manufacturing,50.0,102367.0,0.0852,0.0087,1.05,0.48,100,0.43,Low,2028
MLO-025,MLOps,115.0,177091.0,0.1177,0.0208,0.99,1.0,100,0.38,High,2030
MLO-043,MLOps,119.0,206780.0,0.1171,0.0242,0.91,0.51,100,0.46,Low,2028
MFG-013,Manufacturing,39.0,77280.0,0.0898,0.0069,1.36,0.79,100,0.23,Med,2028
MLO-054,MLOps,85.0,118957.0,0.2211,0.0263,0.72,0.97,100,0.3,High,2031
,,,,0.3089,0.0323,0.89,0.56,100,0.3,Med,2028
HLT-047,Healthcare,94.0,232182.0,0.463,0.1075,0.74,0.9,100,0.22,High,2031
REL-007,Real Estate,66.0,98023.0,0.3822,0.0375,0.67,0.71,100,0.25,Med,2029
HLT-073,Healthcare,126.0,277407.0,0.2122,0.0589,1.0,0.93,100,0.21,High,2030
TEL-048,Telecom,71.0,160535.0,0.0947,0.0152,1.12,0.77,100,0.25,Med,2030
INS-078,Insurance,61.0,105078.0,0.1723,0.0181,0.65,0.83,100,0.32,Med,2028
LOG-074,Logistics,37.0,67272.0,0.721,0.0485,0.89,0.89,91,0.14,Med,2029
REL-017,Real Estate,44.0,68082.0,0.1128,0.0077,0.89,0.73,100,0.07,Low,2029
INS-012,Insurance,80.0,178666.0,0.0705,0.0126,1.11,0.8,100,0.32,High,2031
FIN-080,Finance,97.0,198172.0,0.6293,0.1247,0.97,0.65,100,0.38,Med,2029
INS-003,Insurance,55.0,89091.0,0.1196,0.0107,1.19,0.76,100,0.19,Med,2028
INS-032,Insurance,62.0,160774.0,0.5881,0.0946,0.6,0.91,74,0.33,Med,2029
TEL-054,Telecom,52.0,99008.0,0.0758,0.0075,1.17,0.65,100,0.23,Low,2027
EDU-001,Education,34.0,65105.0,0.1237,0.0081,0.88,0.68,100,0.2,Med,2027
MFG-018,Manufacturing,25.0,30108.0,0.3192,0.0096,0.88,0.62,100,0.13,Low,2027
LOG-044,Logistics,55.0,99605.0,0.0514,0.0051,0.84,0.65,100,0.39,Med,2028
EDU-066,Education,38.0,100865.0,0.0412,0.0042,1.08,0.6,100,0.31,Low,2027
LEG-078,Legal,89.0,165930.0,0.4834,0.0802,0.98,0.77,100,0.17,Med,2028
MFG-029,Manufacturing,32.0,63136.0,0.1138,0.0072,1.04,0.65,100,0.09,Low,2026
LOG-015,Logistics,34.0,39777.0,0.1198,0.0048,1.14,0.54,100,0.3,Low,2028
MFG-012,Manufacturing,54.0,145050.0,0.1102,0.016,1.02,0.7,100,0.5,Med,2027
REL-020,Real Estate,55.0,86336.0,0.1413,0.0122,1.24,0.49,100,0.24,Low,2026
GOV-019,Government,32.0,58890.0,0.1083,0.0064,0.83,0.95,100,0.13,High,2030
GOV-077,Government,55.0,144707.0,0.1432,0.0207,1.17,0.84,100,0.34,High,2030
TEL-032,Telecom,101.0,223522.0,0.0865,0.0193,1.01,0.6,100,0.38,Low,2027
CRE-020,Creative,60.0,275572.0,0.2572,0.0709,0.72,0.55,100,0.31,Low,2027
ENR-006,Energy,98.0,218342.0,0.1703,0.0372,0.83,0.77,100,0.39,High,2031
LOG-041,Logistics,36.0,56314.0,0.2131,0.012,0.97,0.68,100,0.24,Low,2028
TEL-035,Telecom,74.0,151067.0,0.1992,0.0301,0.87,0.46,100,0.33,Low,2026
CON-057,Consulting,107.0,173312.0,0.6809,0.118,0.7,0.59,100,0.34,Low,2028
CRE-058,Creative,92.0,446550.0,0.3576,0.1597,0.62,0.5,85,0.49,Low,2027
EDU-002,Education,34.0,86192.0,0.2041,0.0176,0.98,0.88,100,0.26,High,2030
EDU-048,Education,36.0,90192.0,0.0483,0.0044,0.9,0.95,100,0.04,High,2030
GOV-066,Government,77.0,147724.0,0.3225,0.0476,0.83,1.0,100,0.25,High,2030
LEG-077,Legal,103.0,256528.0,0.1572,0.0403,0.98,0.6,100,0.37,Med,2029
CRE-067,Creative,94.0,364897.0,0.4773,0.1742,0.76,0.5,67,0.51,Low,2027
HLT-020,Healthcare,202.0,498764.0,0.2608,0.1301,0.76,0.66,100,0.54,High,2031
INS-042,Insurance,42.0,70070.0,0.29,0.0203,0.57,1.0,100,0.04,High,2031
LOG-025,Logistics,79.0,148258.0,0.4463,0.0662,1.04,0.49,100,0.43,Med,2027
LOG-024,Logistics,35.0,65197.0,0.3287,0.0214,1.1,0.71,100,0.29,Med,2027
FIN-079,Finance,104.0,237048.0,0.4485,0.1063,0.74,0.8,100,0.33,High,2031
GOV-043,Government,89.0,215757.0,0.2282,0.0492,0.96,0.6,100,0.45,Med,2029
CON-027,Consulting,120.0,167858.0,0.3917,0.0657,1.13,0.98,100,0.2,High,2031
LOG-013,Logistics,30.0,38726.0,0.3339,0.0129,0.75,0.66,100,0.19,Med,2030
TEL-036,Telecom,102.0,197402.0,0.3,0.0592,1.1,0.55,100,0.53,Med,2027
TEL-043,Telecom,108.0,307960.0,0.2382,0.0734,1.03,0.68,100,0.48,High,2030
MFG-068,Manufacturing,42.0,80534.0,0.0662,0.0053,1.08,0.52,100,0.32,Low,2026
LEG-013,Legal,137.0,325496.0,0.1075,0.035,0.9,0.68,100,0.5,High,2030
ENR-017,Energy,59.0,104198.0,0.7506,0.0782,0.96,0.82,92,0.3,Med,2030
LOG-055,Logistics,40.0,55842.0,0.0409,0.0023,1.13,0.75,100,0.04,Med,2029
MLO-080,MLOps,85.0,139717.0,0.0634,0.0089,1.27,0.75,100,0.35,Med,2030
MFG-005,Manufacturing,25.0,40121.0,0.2889,0.0116,0.86,0.82,100,0.01,Med,2029
HLT-039,Healthcare,164.0,409457.0,0.3067,0.1256,0.75,0.52,100,0.51,Med,2030
REL-018,Real Estate,101.0,148565.0,0.113,0.0168,1.13,0.79,100,0.43,High,2030
LOG-072,Logistics,71.0,148919.0,0.1267,0.0189,0.85,0.72,100,0.38,Med,2027
RET-061,Retail,27.0,44701.0,0.0924,0.0041,1.03,0.53,100,0.18,Low,2028
EDU-039,Education,25.0,64139.0,0.2079,0.0133,0.88,0.9,100,0.02,High,2030
TEL-069,Telecom,47.0,103212.0,0.5459,0.0563,1.03,0.75,100,0.24,Med,2029
LEG-054,Legal,145.0,338534.0,0.5662,0.1917,0.88,0.75,87,0.39,Med,2027
REL-015,Real Estate,107.0,188247.0,0.0725,0.0136,0.91,0.31,100,0.72,Low,2026
LOG-007,Logistics,30.0,42713.0,0.0356,0.0015,1.37,0.89,100,0.11,Med,2029
REL-063,Real Estate,53.0,95282.0,0.2476,0.0236,1.05,0.63,100,0.37,Low,2027
INS-020,Insurance,89.0,167456.0,0.1005,0.0168,0.98,0.71,100,0.26,Med,2028
EDU-008,Education,46.0,141660.0,0.1593,0.0226,1.07,0.68,100,0.25,Med,2027
LEG-075,Legal,118.0,221954.0,0.7109,0.1578,0.97,0.86,80,0.3,High,2030
CON-070,Consulting,130.0,251378.0,0.3458,0.0869,0.59,0.79,100,0.41,Med,2030
MLO-039,123abc,95.0,131991.0,0.5841,0.0771,0.73,0.67,100,0.38,Low,2028
ENR-075,Energy,68.0,140485.0,0.287,0.0403,0.86,0.82,100,0.15,High,2029
LEG-036,Legal,79.0,204538.0,0.5261,0.1076,0.81,0.94,57,0.02,High,2030
,,,,0.1113,0.0097,0.85,0.91,100,0.26,High,2031
HLT-049,Healthcare,197.0,447831.0,0.6737,0.3017,0.92,0.8,57,0.48,High,2030
LOG-079,Logistics,61.0,96206.0,0.0564,0.0054,1.04,0.68,100,0.31,Med,2030
RET-026,Retail,36.0,83438.0,0.0452,0.0038,1.35,0.58,100,0.32,Low,2027
CON-073,Consulting,69.0,133454.0,0.7213,0.0963,0.76,0.92,86,0.17,Med,2028
EDU-069,Education,26.0,42205.0,0.2308,0.0097,1.15,0.71,100,0.05,Med,2028
MFG-060,Manufacturing,54.0,129129.0,0.3438,0.0444,0.95,0.64,100,0.44,Low,2029
REL-036,Real Estate,59.0,113827.0,0.2928,0.0333,0.87,0.52,100,0.33,Med,2028
MFG-049,Manufacturing,48.0,100567.0,0.319,0.0321,1.04,1.0,100,0.18,High,2031
HLT-080,Healthcare,92.0,213157.0,0.328,0.0699,0.99,1.0,100,0.26,High,2032
TEL-038,Telecom,88.0,157727.0,0.2984,0.0471,0.77,0.93,100,0.14,High,2030
GOV-004,Government,40.0,73748.0,0.1829,0.0135,0.72,0.46,100,0.39,Low,2026
EDU-058,Education,51.0,130190.0,0.6743,0.0878,0.8,0.71,72,0.29,Low,2027
EDU-020,Education,32.0,54516.0,0.3111,0.017,1.02,0.98,100,0.12,High,2032
MLO-024,MLOps,91.0,116175.0,0.0661,0.0077,0.91,0.93,100,0.29,Med,2029
INS-040,Insurance,112.0,256999.0,0.205,0.0527,0.84,0.54,100,0.38,Med,2030
INS-067,Insurance,96.0,175248.0,0.3075,0.0539,0.95,0.78,100,0.37,High,2031
INS-026,Insurance,91.0,205701.0,0.3094,0.0636,0.94,0.51,100,0.46,Med,2027
EDU-031,Education,45.0,131896.0,0.1007,0.0133,0.83,0.49,100,0.44,Low,2026
HLT-043,Healthcare,86.0,270730.0,0.2909,0.0788,0.68,1.0,100,0.27,High,2030
HLT-024,Healthcare,220.0,533865.0,0.65,0.347,0.69,0.76,71,0.61,High,2031
HLT-018,Healthcare,125.0,373048.0,0.464,0.1731,0.67,1.0,81,0.25,High,2033
INS-057,Insurance,122.0,285486.0,0.2328,0.0665,0.89,0.57,100,0.64,Med,2030
TEL-039,Telecom,67.0,136286.0,0.3384,0.0461,0.98,0.56,100,0.44,Low,2028
,,,,0.2851,0.0243,0.76,0.58,100,0.26,Low,2028
LEG-003,Legal,97.0,174700.0,0.3666,0.064,0.81,0.6,100,0.26,Low,2029
INS-037,Insurance,68.0,123664.0,0.0535,0.0066,1.08,0.65,100,0.2,Med,2028
LEG-079,Legal,104.0,261512.0,0.4251,0.1112,0.68,1.0,99,0.32,High,2031
LEG-006,Legal,149.0,347073.0,0.3295,0.1144,0.67,0.71,100,0.29,Med,2028
LEG-074,Legal,77.0,148417.0,0.2273,0.0337,0.88,0.85,100,0.24,Med,2029
INS-005,Insurance,67.0,135751.0,0.1109,0.0151,1.0,0.97,100,0.28,High,2031
RET-074,Retail,28.0,43559.0,0.4886,0.0213,0.62,0.89,100,0.16,Med,2027
LEG-046,Legal,85.0,161713.0,0.3727,0.0603,0.68,1.0,100,0.24,High,2031
MFG-043,Manufacturing,45.0,92732.0,0.0915,0.0085,1.11,0.7,100,0.31,Low,2027
REL-024,Real Estate,65.0,133126.0,0.0514,0.0068,1.09,0.73,100,0.48,Med,2028
RET-060,Retail,46.0,88927.0,0.0369,0.0033,1.14,0.71,100,0.37,Med,2029
CON-016,Consulting,119.0,224914.0,0.2905,0.0653,1.09,0.49,100,0.37,Low,2026
CON-048,Consulting,68.0,119337.0,0.627,0.0748,1.14,1.0,99,0.14,High,2033
LOG-071,Logistics,41.0,64238.0,0.0364,0.0023,0.97,0.67,100,0.31,Med,2029
INS-069,Insurance,63.0,130171.0,0.3031,0.0395,1.06,0.61,100,0.45,Low,2027
ENR-019,Energy,93.0,181533.0,0.1274,0.0231,1.07,0.87,100,0.24,High,2030
CRE-034,Creative,73.0,382974.0,0.7618,0.2917,0.78,0.8,19,0.28,Low,2028
GOV-014,Government,34.0,58025.0,0.5642,0.0327,1.09,0.81,100,0.17,High,2029
REL-048,Real Estate,59.0,97992.0,0.1047,0.0103,0.96,0.54,100,0.51,Low,2029
CON-007,Consulting,127.0,283069.0,0.2477,0.0701,0.61,0.74,100,0.43,Med,2027
unknown ,,,,0.045,0.0017,1.2,0.92,100,0.18,Med,2027
INS-027,Insurance,78.0,156204.0,0.7203,0.1125,0.99,0.82,94,0.25,Med,2029
TEL-037,Telecom,73.0,102728.0,0.2385,0.0245,0.83,0.79,100,0.19,Med,2028
MLO-046,MLOps,98.0,153915.0,0.3064,0.0472,0.99,0.5,100,0.37,Low,2027
ENR-018,Energy,64.0,172104.0,0.7983,0.1374,0.7,0.81,52,0.37,Low,2027
GOV-052,Government,32.0,67844.0,0.1033,0.007,1.07,0.91,100,0.14,Med,2028
ENR-059,Energy,94.0,155400.0,0.5466,0.0849,0.9,0.96,100,0.22,High,2031
MFG-004,Manufacturing,42.0,82174.0,0.0733,0.006,0.83,0.64,100,0.36,Med,2029
REL-037,Real Estate,48.0,64452.0,0.1045,0.0067,1.07,0.64,100,0.32,Low,2028
CON-004,Consulting,170.0,390090.0,0.0703,0.0274,0.67,0.43,100,0.58,Low,2026
CRE-056,Creative,95.0,393806.0,0.3957,0.1558,0.86,0.72,85,0.33,Med,2029
REL-042,Real Estate,39.0,54352.0,0.1083,0.0059,1.13,0.96,100,0.01,High,2030
MLO-059,MLOps,113.0,221991.0,0.6275,0.1393,1.15,0.53,100,0.52,Low,2028
REL-027,Real Estate,92.0,143324.0,0.642,0.092,0.93,0.66,100,0.28,Med,2027
INS-066,Insurance,133.0,282268.0,0.6378,0.18,0.77,0.42,88,0.61,Med,2029
INS-019,Insurance,61.0,118554.0,0.2594,0.0308,0.75,0.93,100,0.31,High,2029
MLO-066,MLOps,97.0,156519.0,0.087,0.0136,0.99,0.83,100,0.31,Low,2028
TEL-021,Telecom,54.0,116431.0,0.4893,0.057,0.95,0.69,100,0.19,Med,2028
GOV-004,Government,40.0,73748.0,0.1829,0.0135,0.72,0.46,100,0.39,Low,2026
FIN-044,Finance,92.0,168135.0,0.5869,0.0987,0.82,1.0,99,0.18,High,2032
LEG-042,Legal,158.0,364772.0,0.2817,0.1028,0.67,0.87,100,0.37,High,2031
GOV-028,Government,87.0,240459.0,0.6087,0.1464,0.84,0.6,72,0.5,High,2031
LOG-075,Logistics,64.0,127805.0,0.2674,0.0342,0.87,0.54,100,0.38,Low,2028
LOG-057,Logistics,60.0,133551.0,0.4274,0.0571,1.05,0.95,100,0.24,High,2031
RET-014,Retail,21.0,25556.0,0.0497,0.0013,0.97,0.84,100,0.19,Med,2029
TEL-022,Telecom,39.0,76606.0,0.184,0.0141,0.79,0.81,100,0.25,Med,2028
EDU-071,Education,71.0,175736.0,0.1672,0.0294,1.08,0.52,100,0.44,Med,2029
MLO-052,MLOps,96.0,126963.0,0.0952,0.0121,1.12,0.66,100,0.25,Med,2029
LOG-059,Logistics,42.0,65113.0,0.1179,0.0077,1.19,0.61,100,0.28,Low,2027
RET-064,Retail,32.0,33120.0,0.0335,0.0011,1.14,0.75,100,0.07,Med,2028
FIN-034,Finance,68.0,96110.0,0.5113,0.0491,0.78,0.96,100,0.17,Med,2030
LOG-046,Logistics,35.0,73508.0,0.1987,0.0146,0.93,0.71,100,0.25,Low,2028
FIN-001,Finance,114.0,231710.0,0.557,0.1291,0.84,0.8,95,0.39,High,2030
INS-059,Insurance,84.0,213072.0,0.291,0.062,0.66,0.74,100,0.42,Med,2028
CRE-016,Creative,92.0,478298.0,0.383,0.1832,0.83,0.87,44,0.45,High,2031
HLT-066,Healthcare,156.0,363515.0,0.0417,0.0152,1.08,0.84,100,0.39,High,2030
TEL-017,Telecom,149.0,312898.0,0.1992,0.0623,0.86,0.25,100,0.75,Low,2026
MLO-004,MLOps,179.0,341771.0,0.1384,0.0473,1.06,0.8,100,0.52,High,2031
MLO-027,MLOps,61.0,58311.0,0.7744,0.0452,0.92,0.71,100,0.17,Med,2030
INS-006,Insurance,63.0,116302.0,0.6951,0.0808,0.58,0.93,82,0.3,High,2029
ENR-067,Energy,65.0,119452.0,0.231,0.0276,0.61,0.6,100,0.24,Low,2026
TEL-024,Telecom,80.0,161883.0,0.5112,0.0828,0.71,0.5,100,0.43,Low,2026
INS-065,Insurance,88.0,201398.0,0.2425,0.0488,0.81,0.72,100,0.43,Low,2028
GOV-033,Government,77.0,190227.0,0.0705,0.0134,0.81,0.71,100,0.31,High,2031
TEL-007,Telecom,80.0,185201.0,0.3642,0.0675,0.68,1.0,100,0.23,High,2031
GOV-051,Government,41.0,84382.0,0.0803,0.0068,0.83,1.0,100,0.15,High,2032
REL-010,Real Estate,57.0,97058.0,0.6229,0.0605,0.93,0.54,100,0.32,Low,2028
FIN-023,Finance,88.0,171305.0,0.1371,0.0235,0.91,0.68,100,0.2,Low,2028
EDU-064,Education,67.0,192523.0,0.3799,0.0731,1.05,0.48,100,0.33,Med,2029
ENR-033,Energy,67.0,145393.0,0.1938,0.0282,0.87,0.72,100,0.32,Med,2028
,,,,0.7458,0.1244,1.0,0.98,50,0.35,High,2031
