Role_ID,Industry,Human_Labor_Cost_hr,Tokens_per_Human_Hour,Inference_Cost_2026,Agent_Labor_Equivalent_Cost,Substitution_Elasticity,AI_Augmentation_Factor,Automation_Risk_Index,Hardware_CapEx_Sensitivity,Regulatory_Moat,Substitution_Year_Est,Industry_is_null,cost_ratio,Inference_Cost_2026_had_negative,Agent_Labor_Equivalent_Cost_had_negative,cost_ratio_had_negative,is_cost_outlier
FIN-064,Finance,155.0,300469.0,0.4805,0.1444,0.88,0.62,100,0.32,Med,2029,0,0.0031,0,0,0,0
GOV-068,Government,52.0,103118.0,0.7147,0.0737,0.68,0.54,84,0.41,Med,2029,0,0.0137442307692307,0,0,0,0
HLT-038,Healthcare,192.0,327497.0,0.5157,0.1689,0.81,0.92,100,0.34,High,2032,0,0.0026859375,0,0,0,0
MFG-055,Manufacturing,32.0,56814.0,0.0904,0.0051,0.88,1.0,100,0.12,High,2030,0,0.002825,0,0,0,0
UNKNOWN,Telecom,72.0,165091.0,0.3168,0.0523,0.56,0.52,100,0.24,Med,2029,0,0.0044,0,0,0,0
LEG-059,Legal,182.0,422175.0,0.5381,0.2272,0.71,0.82,89,0.54,High,2030,0,0.0029565934065934,0,0,0,0
GOV-021,Government,49.0,127895.0,0.3079,0.0394,0.94,0.87,100,0.25,High,2031,0,0.0062836734693877,0,0,0,0
LEG-044,Legal,138.0,258401.0,0.4094,0.1058,0.89,0.71,100,0.37,Med,2029,0,0.0029666666666666,0,0,0,0
CON-065,Consulting,62.0,121196.0,0.2124,0.0257,0.85,0.73,100,0.08,Low,2029,0,0.0034258064516129,0,0,0,0
MLO-026,MLOps,95.0,147665.0,0.1602,0.0237,1.05,0.79,100,0.38,Med,2028,0,0.0016863157894736,0,0,0,0
CRE-054,Creative,49.0,224313.0,0.533,0.1196,0.74,0.78,46,0.37,Low,2029,0,0.0108775510204081,0,0,0,0
REL-061,Real Estate,53.0,81231.0,0.1092,0.0089,1.13,0.96,100,0.02,High,2032,0,0.0020603773584905,0,0,0,0
EDU-055,Education,51.0,163379.0,0.222,0.0363,0.72,0.93,100,0.36,High,2031,0,0.0043529411764705,0,0,0,0
GOV-073,Government,63.0,139322.0,0.3063,0.0427,0.79,0.79,100,0.37,High,2031,0,0.0048619047619047,0,0,0,0
REL-012,Real Estate,75.0,125609.0,0.2483,0.0312,0.86,0.98,100,0.35,High,2032,0,0.0033106666666666,0,0,0,0
RET-041,Retail,48.0,111930.0,0.0726,0.0081,1.21,0.6,100,0.56,Med,2029,0,0.0015125,0,0,0,0
RET-017,Retail,33.0,60071.0,0.073,0.0044,0.94,0.85,100,0.21,Low,2028,0,0.0022121212121212,0,0,0,0
HLT-080,Healthcare,92.0,213157.0,0.328,0.0699,0.99,1.0,100,0.26,High,2032,0,0.0035652173913043,0,0,0,0
ENR-002,Energy,11650.0,30934250.0,0.1112,0.0134,1.16,0.72,100,0.34,Low,2027,0,9.545064377682402e-06,0,0,0,1
RET-001,Retail,60.0,129578.0,0.0349,0.0045,1.23,0.62,100,0.54,Med,2029,0,0.0005816666666666,0,0,0,0
FIN-043,Finance,75.0,121422.0,0.2812,0.0341,0.97,0.53,100,0.36,Low,2028,0,0.0037493333333333,0,0,0,0
HLT-014,Healthcare,195.0,341838.0,0.5992,0.2048,0.92,0.75,100,0.33,High,2032,0,0.0030728205128205,0,0,0,0
LEG-028,Legal,52.0,93531.0,0.2856,0.0267,1.12,0.98,100,0.06,High,2031,0,0.0054923076923076,0,0,0,0
MLO-013,MLOps,129.0,243802.0,0.0739,0.018,1.13,0.63,100,0.52,Med,2027,0,0.0005728682170542,0,0,0,0
CON-076,Consulting,187.0,341380.0,0.5719,0.1952,0.96,0.77,100,0.41,Med,2030,0,0.0030582887700534,0,0,0,0
FIN-051,Finance,147.0,238530.0,0.1724,0.0411,0.88,0.76,100,0.51,High,2030,0,0.0011727891156462,0,0,0,0
HLT-074,Healthcare,132.0,351251.0,0.5185,0.1821,0.69,0.57,91,0.45,Med,2030,0,0.0039280303030303,0,0,0,0
MLO-029,MLOps,88.0,158444.0,0.3499,0.0554,0.81,0.54,100,0.36,Low,2028,0,0.0039761363636363,0,0,0,0
EDU-003,Education,62.0,159953.0,0.6134,0.0981,0.59,0.8,70,0.18,High,2031,0,0.0098935483870967,0,0,0,0
INS-002,Insurance,88.0,179950.0,0.1052,0.0189,1.13,0.56,100,0.46,Med,2028,0,0.0011954545454545,0,0,0,0
MFG-069,Manufacturing,31.0,61689.0,0.0542,0.0033,0.78,0.79,100,0.33,Med,2029,0,0.0017483870967741,0,0,0,0
CRE-078,Creative,62.0,224958.0,0.164,0.0369,0.84,1.0,100,0.26,High,2032,0,0.0026451612903225,0,0,0,0
MLO-034,MLOps,77.0,106356.0,0.4844,0.0515,0.75,0.54,100,0.34,Low,2029,0,0.006290909090909,0,0,0,0
UNKNOWN,Consulting,228.0,451769.0,0.7669,0.3465,0.92,0.25,100,0.67,Low,2028,0,0.003363596491228,0,0,0,0
CON-030,Consulting,90.0,192594.0,0.4672,0.09,0.84,0.72,100,0.37,Low,2029,0,0.0051911111111111,0,0,0,0
INS-046,Insurance,86.0,197561.0,0.312,0.0616,1.13,1.0,100,0.28,High,2031,0,0.0036279069767441,0,0,0,0
TEL-026,Telecom,58.0,104462.0,0.3366,0.0352,1.01,0.68,100,0.33,Med,2028,0,0.005803448275862,0,0,0,0
LOG-025,Logistics,79.0,148258.0,0.4463,0.0662,1.04,0.49,100,0.43,Med,2027,0,0.0056493670886075,0,0,0,0
LOG-077,Logistics,46.0,81840.0,0.1167,0.0096,1.06,0.6,100,0.36,Med,2028,0,0.0025369565217391,0,0,0,0
EDU-015,Education,48.0,126822.0,0.2541,0.0322,1.06,0.54,100,0.28,Med,2029,0,0.00529375,0,0,0,0
MFG-003,Manufacturing,47.0,93268.0,0.0583,0.0054,0.99,0.81,100,0.23,Med,2029,0,0.0012404255319148,0,0,0,0
RET-004,Retail,44.0,107785.0,0.0943,0.0102,0.65,0.71,100,0.35,Med,2029,0,0.0021431818181818,0,0,0,0
TEL-080,Telecom,96.0,176160.0,0.733,0.1291,0.96,0.52,100,0.55,Low,2028,0,0.0076354166666666,0,0,0,0
CRE-046,Creative,75.0,312246.0,0.3984,0.1244,0.84,0.62,78,0.36,Low,2028,0,0.005312,0,0,0,0
MFG-045,Manufacturing,23.0,36318.0,0.0727,0.0026,1.03,0.96,100,0.21,Med,2027,0,0.0031608695652173,0,0,0,0
MLO-063,MLOps,122.0,181951.0,0.4534,0.0825,0.88,0.7,100,0.5,Med,2029,0,0.0037163934426229,0,0,0,0
TEL-075,Telecom,55.0,96130.0,0.2296,0.0221,0.94,0.58,100,0.21,Low,2028,0,0.0041745454545454,0,0,0,0
CON-041,Consulting,126.0,232988.0,0.1247,0.0291,0.82,0.54,100,0.54,Low,2027,0,0.0009896825396825,0,0,0,0
RET-019,Retail,34.0,58510.0,0.0648,0.0038,1.17,0.9,100,0.1,High,2030,0,0.0019058823529411,0,0,0,0
FIN-039,Finance,71.0,134977.0,0.1274,0.0172,0.99,0.94,100,0.21,High,2030,0,0.001794366197183,0,0,0,0
RET-049,Retail,48.0,123673.0,0.0824,0.0102,0.92,0.49,100,0.52,Low,2027,0,0.0017166666666666,0,0,0,0
CRE-060,Creative,96.0,389417.0,0.3649,0.1421,0.59,0.66,93,0.34,Low,2028,0,0.0038010416666666,0,0,0,0
MFG-011,Manufacturing,39.0,74091.0,0.0982,0.0073,0.97,0.7,100,0.24,Low,2026,0,0.0025179487179487,0,0,0,0
RET-076,Retail,34.0,48683.0,0.2923,0.0142,0.67,1.0,100,0.19,High,2031,0,0.0085970588235294,0,0,0,0
INS-079,Insurance,46.0,86755.0,0.3099,0.0269,0.77,0.96,100,0.29,High,2031,0,0.0067369565217391,0,0,0,0
FIN-049,Finance,150.0,327422.0,0.545,0.1784,0.87,0.81,100,0.39,High,2032,0,0.0036333333333333,0,0,0,0
REL-026,Real Estate,119.0,203161.0,0.1869,0.038,1.4,0.79,100,0.34,High,2030,0,0.0015705882352941,0,0,0,0
ENR-003,Energy,126.0,297295.0,0.567,0.1686,1.05,0.72,92,0.36,High,2032,0,0.0045,0,0,0,0
LOG-042,Logistics,37.0,60162.0,0.1012,0.0061,0.84,0.71,100,0.19,Low,2027,0,0.0027351351351351,0,0,0,0
MFG-048,Manufacturing,11650.0,30934250.0,0.2982,0.0181,0.69,1.0,100,0.28,High,2033,0,2.559656652360515e-05,0,0,0,1
LOG-008,Logistics,31.0,33162.0,0.1816,0.006,0.73,0.81,100,0.01,Med,2027,0,0.005858064516129,0,0,0,0
CRE-077,Creative,58.0,229431.0,0.0397,0.0091,1.17,0.79,100,0.24,Low,2028,0,0.0006844827586206,0,0,0,0
FIN-074,Finance,82.0,123590.0,0.2892,0.0357,1.0,0.83,100,0.14,High,2031,0,0.0035268292682926,0,0,0,0
MLO-011,MLOps,125.0,231510.0,0.1078,0.025,1.06,0.56,100,0.51,Med,2030,0,0.0008624,0,0,0,0
RET-068,Retail,44.0,87305.0,0.0515,0.0045,1.03,0.56,100,0.39,Low,2028,0,0.0011704545454545,0,0,0,0
MLO-023,MLOps,103.0,146152.0,0.1897,0.0277,0.62,0.74,100,0.39,Low,2028,0,0.0018417475728155,0,0,0,0
FIN-014,Finance,131.0,220196.0,0.2236,0.0492,1.07,0.72,100,0.36,Med,2029,0,0.0017068702290076,0,0,0,0
TEL-049,Telecom,68.0,138765.0,0.3687,0.0512,0.8,0.64,100,0.4,Med,2027,0,0.0054220588235294,0,0,0,0
TEL-015,Telecom,66.0,150277.0,0.0846,0.0127,0.91,0.52,100,0.2,Med,2030,0,0.0012818181818181,0,0,0,0
ENR-023,Energy,125.0,270583.0,0.5657,0.1531,0.91,0.73,95,0.55,High,2031,0,0.0045255999999999,0,0,0,0
ENR-038,Energy,87.0,195861.0,0.4769,0.0934,0.79,0.52,100,0.45,Med,2029,0,0.0054816091954022,0,0,0,0
CON-044,Consulting,152.0,258194.0,0.4312,0.1113,1.16,0.47,100,0.42,Low,2027,0,0.0028368421052631,0,0,0,0
ENR-036,Energy,70.0,105103.0,0.3057,0.0321,0.67,0.68,100,0.17,Low,2028,0,0.0043671428571428,0,0,0,0
LOG-048,Logistics,46.0,75804.0,0.0517,0.0039,0.9,0.69,100,0.14,Low,2026,0,0.0011239130434782,0,0,0,0
MLO-069,MLOps,134.0,273732.0,0.6459,0.1768,0.96,0.42,100,0.51,Low,2026,0,0.0048201492537313,0,0,0,0
CON-025,Consulting,106.0,161274.0,0.103,0.0166,0.99,0.67,100,0.33,Low,2029,0,0.0009716981132075,0,0,0,0
ENR-013,Energy,105.0,256365.0,0.2031,0.0521,0.72,0.89,100,0.49,High,2030,0,0.0019342857142857,0,0,0,0
ENR-005,Energy,97.0,208915.0,0.7064,0.1476,0.85,0.53,88,0.54,Med,2027,0,0.0072824742268041,0,0,0,0
LOG-011,Logistics,27.0,42632.0,0.0997,0.0043,0.8,0.9,100,0.11,High,2031,0,0.0036925925925925,0,0,0,0
RET-020,Retail,68.0,145608.0,0.0814,0.0119,0.85,0.44,100,0.52,Med,2027,0,0.0011970588235294,0,0,0,0
RET-016,Retail,25.0,41349.0,0.1612,0.0067,1.49,0.89,100,0.14,Med,2027,0,0.006448,0,0,0,0
REL-019,Real Estate,41.0,60113.0,0.2178,0.0131,0.93,0.75,100,0.23,Med,2029,0,0.0053121951219512,0,0,0,0
TEL-027,Telecom,51.0,91816.0,0.6117,0.0562,0.78,0.69,100,0.22,Med,2029,0,0.0119941176470588,0,0,0,0
HLT-026,Healthcare,127.0,324818.0,0.2291,0.0744,0.7,1.0,100,0.31,High,2031,0,0.001803937007874,0,0,0,0
LEG-005,Legal,126.0,216729.0,0.5459,0.1183,0.74,0.62,100,0.25,Low,2029,0,0.0043325396825396,0,0,0,0
LEG-068,Legal,144.0,323690.0,0.4056,0.1313,0.91,0.74,100,0.47,High,2030,0,0.0028166666666666,0,0,0,0
TEL-056,Telecom,41.0,70095.0,0.0718,0.005,0.99,0.88,100,0.11,High,2031,0,0.0017512195121951,0,0,0,0
CRE-042,Creative,52.0,250219.0,0.1502,0.0376,0.83,0.72,100,0.29,Low,2028,0,0.0028884615384615,0,0,0,0
ENR-058,Energy,65.0,130451.0,0.3187,0.0416,0.78,0.86,100,0.14,High,2029,0,0.0049030769230769,0,0,0,0
ENR-021,Unknown,92.0,189683.0,0.1972,0.0374,0.96,0.86,100,0.53,High,2032,0,0.0021434782608695,0,0,0,0
UNKNOWN,Education,42.0,133545.0,0.2246,0.03,0.68,0.57,100,0.32,Low,2026,0,0.005347619047619,0,0,0,0
LOG-012,Logistics,36.0,55734.0,0.0309,0.0017,1.21,0.79,100,0.12,Med,2029,0,0.0008583333333333,0,0,0,0
RET-027,Retail,74.0,160275.0,0.0459,0.0074,0.79,0.16,100,0.74,Low,2026,0,0.0006202702702702,0,0,0,0
LOG-039,Logistics,37.0,64466.0,0.1191,0.0077,0.84,0.77,100,0.28,Low,2027,0,0.0032189189189189,0,0,0,0
MFG-008,Manufacturing,60.0,147054.0,0.0749,0.011,0.69,0.63,100,0.52,Low,2026,0,0.0012483333333333,0,0,0,0
INS-050,Unknown,72.0,161272.0,0.2635,0.0425,0.93,0.8,100,0.33,Med,2029,0,0.0036597222222222,0,0,0,0
HLT-057,Healthcare,193.0,388806.0,0.6622,0.2575,0.94,0.81,79,0.38,High,2032,0,0.0034310880829015,0,0,0,0
REL-069,Real Estate,58.0,85798.0,0.1452,0.0125,1.14,0.52,100,0.37,Low,2026,0,0.002503448275862,0,0,0,0
LEG-076,Legal,159.0,262526.0,0.2954,0.0776,0.81,0.95,100,0.25,High,2030,0,0.0018578616352201,0,0,0,0
RET-054,Retail,11650.0,30934250.0,0.2761,0.0302,0.84,0.47,100,0.49,Low,2028,0,2.3699570815450643e-05,0,0,0,1
REL-030,Real Estate,91.0,156122.0,0.4337,0.0677,0.84,0.44,100,0.48,Low,2026,0,0.004765934065934,0,0,0,0
MLO-058,MLOps,154.0,281591.0,0.0402,0.0113,0.96,0.42,100,0.5,Low,2028,0,0.0002610389610389,0,0,0,0
GOV-074,Government,39.0,80090.0,0.1874,0.015,0.98,1.0,100,0.03,High,2031,0,0.0048051282051282,0,0,0,0
ENR-078,Energy,49.0,91347.0,0.5379,0.0491,0.9,0.94,100,0.13,High,2031,0,0.0109775510204081,0,0,0,0
CON-019,Consulting,96.0,146776.0,0.4271,0.0627,1.07,0.5,100,0.47,Low,2027,0,0.0044489583333333,0,0,0,0
GOV-041,Government,80.0,183558.0,0.1928,0.0354,0.98,0.78,100,0.24,High,2030,0,0.00241,0,0,0,0
MLO-078,MLOps,152.0,208817.0,0.301,0.0629,0.77,0.74,100,0.33,High,2032,0,0.0019802631578947,0,0,0,0
EDU-028,Education,51.0,156420.0,0.3461,0.0541,0.77,0.91,100,0.34,Med,2029,0,0.0067862745098039,0,0,0,0
RET-010,Retail,44.0,80154.0,0.0804,0.0064,1.29,0.33,100,0.38,Low,2026,0,0.0018272727272727,0,0,0,0
MLO-037,MLOps,69.0,115510.0,0.6196,0.0716,0.93,0.58,100,0.28,Low,2028,0,0.0089797101449275,0,0,0,0
FIN-068,Finance,118.0,296373.0,0.5411,0.1604,1.05,1.0,77,0.29,High,2031,0,0.0045855932203389,0,0,0,0
ENR-073,Energy,43.0,90201.0,0.3951,0.0356,0.73,1.0,100,0.12,High,2032,0,0.0091883720930232,0,0,0,0
ENR-011,Energy,63.0,133562.0,0.5794,0.0774,0.64,0.89,97,0.08,High,2030,0,0.0091968253968253,0,0,0,0
FIN-027,Finance,130.0,227103.0,0.5101,0.1158,0.93,1.0,100,0.24,High,2031,0,0.0039238461538461,0,0,0,0
LEG-035,Legal,182.0,315294.0,0.6526,0.2058,0.82,0.72,100,0.45,High,2029,0,0.0035857142857142,0,0,0,0
LOG-023,Logistics,46.0,94205.0,0.3607,0.034,1.12,0.76,100,0.39,Med,2030,0,0.007841304347826,0,0,0,0
TEL-012,Telecom,48.0,99671.0,0.2813,0.028,1.13,0.75,100,0.16,Med,2028,0,0.0058604166666666,0,0,0,0
HLT-044,Healthcare,184.0,440455.0,0.316,0.1392,1.06,0.87,100,0.3,High,2030,0,0.0017173913043478,0,0,0,0
GOV-030,Government,44.0,84454.0,0.2211,0.0187,0.98,0.68,100,0.22,Med,2027,0,0.005025,0,0,0,0
MFG-066,Manufacturing,57.0,96511.0,0.7169,0.0692,1.16,0.57,96,0.48,Med,2028,0,0.0125771929824561,0,0,0,0
HLT-001,Healthcare,120.0,219357.0,0.1137,0.0249,1.16,0.98,100,0.26,High,2031,0,0.0009475,0,0,0,0
CRE-030,Creative,38.0,195500.0,0.181,0.0354,0.94,0.99,100,0.19,High,2029,0,0.0047631578947368,0,0,0,0
HLT-056,Healthcare,48.0,153515.0,0.2608,0.04,0.91,1.0,100,0.15,High,2031,0,0.0054333333333333,0,0,0,0
INS-038,Insurance,47.0,68900.0,0.1004,0.0069,0.91,0.9,100,0.17,High,2032,0,0.0021361702127659,0,0,0,0
LEG-026,Legal,110.0,197824.0,0.4146,0.082,1.05,0.99,100,0.34,High,2030,0,0.0037690909090909,0,0,0,0
TEL-016,Telecom,109.0,257784.0,0.3206,0.0826,0.79,0.92,100,0.47,High,2032,0,0.0029412844036697,0,0,0,0
ENR-061,Energy,55.0,113532.0,0.3477,0.0395,1.13,1.0,100,0.05,High,2032,0,0.0063218181818181,0,0,0,0
LEG-039,Legal,125.0,315119.0,0.2757,0.0869,0.57,0.88,100,0.24,High,2031,0,0.0022056,0,0,0,0
HLT-061,Healthcare,138.0,288001.0,0.6211,0.1789,0.64,1.0,80,0.3,High,2031,0,0.0045007246376811,0,0,0,0
CRE-010,Creative,34.0,169985.0,0.312,0.053,1.11,0.88,67,0.07,Med,2027,0,0.0091764705882352,0,0,0,0
RET-034,Retail,30.0,53426.0,0.1554,0.0083,1.17,0.69,100,0.16,Low,2029,0,0.00518,0,0,0,0
LEG-014,Legal,85.0,215407.0,0.6244,0.1345,1.04,1.0,70,0.16,High,2031,0,0.0073458823529411,0,0,0,0
MFG-034,Manufacturing,34.0,63119.0,0.0439,0.0028,1.05,0.89,100,0.2,High,2030,0,0.0012911764705882,0,0,0,0
FIN-029,Finance,58.0,104769.0,0.3812,0.0399,1.07,1.0,100,0.11,High,2032,0,0.0065724137931034,0,0,0,0
CRE-068,Creative,59.0,318504.0,0.289,0.092,1.12,0.53,100,0.54,Unknown,2029,0,0.0048983050847457,0,0,0,0
CRE-012,Creative,39.0,209109.0,0.2548,0.0533,0.76,0.77,94,0.12,Low,2028,0,0.0065333333333333,0,0,0,0
MLO-053,MLOps,110.0,183200.0,0.0661,0.0121,1.09,0.55,100,0.5,Low,2029,0,0.000600909090909,0,0,0,0
INS-056,Insurance,86.0,171786.0,0.6327,0.1087,0.67,0.69,100,0.35,High,2031,0,0.007356976744186,0,0,0,0
MFG-051,Manufacturing,35.0,67583.0,0.249,0.0168,0.86,0.75,100,0.25,Med,2029,0,0.0071142857142857,0,0,0,0
GOV-012,Government,74.0,190480.0,0.3435,0.0654,0.95,1.0,100,0.34,High,2031,0,0.0046418918918918,0,0,0,0
ENR-015,Energy,83.0,194807.0,0.5289,0.103,0.9,0.71,100,0.41,Med,2029,0,0.0063722891566265,0,0,0,0
LEG-004,Legal,70.0,123638.0,0.6081,0.0752,0.89,1.0,100,0.24,High,2032,0,0.0086871428571428,0,0,0,0
RET-045,Retail,33.0,62589.0,0.1154,0.0072,1.24,0.56,100,0.17,Low,2027,0,0.0034969696969696,0,0,0,0
EDU-075,Education,53.0,106071.0,0.2338,0.0248,0.96,0.79,100,0.27,Med,2027,0,0.0044113207547169,0,0,0,0
MFG-067,Manufacturing,33.0,47727.0,0.1074,0.0051,0.81,0.85,100,0.19,Med,2027,0,0.0032545454545454,0,0,0,0
ENR-031,Energy,60.0,115378.0,0.1383,0.016,0.99,0.94,100,0.33,Med,2029,0,0.002305,0,0,0,0
EDU-061,Education,64.0,186801.0,0.3435,0.0642,0.75,0.29,100,0.5,Low,2028,0,0.0053671875,0,0,0,0
LEG-016,Legal,98.0,192499.0,0.2291,0.0441,1.29,0.9,100,0.23,High,2031,0,0.0023377551020408,0,0,0,0
HLT-053,Healthcare,102.0,292854.0,0.4312,0.1263,0.98,0.92,88,0.33,High,2030,0,0.0042274509803921,0,0,0,0
GOV-079,Government,41.0,90626.0,0.3464,0.0314,0.7,0.5,100,0.21,Low,2028,0,0.0084487804878048,0,0,0,0
EDU-029,Education,55.0,103945.0,0.3012,0.0313,0.76,0.67,100,0.1,Med,2028,0,0.0054763636363636,0,0,0,0
CON-018,Consulting,176.0,348564.0,0.5546,0.1933,0.96,0.39,100,0.67,Med,2028,0,0.0031511363636363,0,0,0,0
FIN-016,Finance,62.0,90980.0,0.5279,0.048,0.88,1.0,100,0.25,High,2031,0,0.0085145161290322,0,0,0,0
RET-028,Retail,57.0,106475.0,0.041,0.0044,1.11,0.7,100,0.49,Med,2028,0,0.000719298245614,0,0,0,0
HLT-012,Healthcare,83.0,221011.0,0.1991,0.044,0.93,1.0,100,0.2,High,2030,0,0.0023987951807228,0,0,0,0
INS-037,Insurance,68.0,123664.0,0.0535,0.0066,1.08,0.65,100,0.2,Med,2028,0,0.0007867647058823,0,0,0,0
FIN-024,Finance,84.0,180797.0,0.1001,0.0181,1.12,0.76,100,0.2,Med,2029,0,0.0011916666666666,0,0,0,0
CON-064,Consulting,116.0,209372.0,0.6517,0.1364,0.86,0.41,100,0.27,Low,2026,0,0.0056181034482758,0,0,0,0
EDU-025,Education,53.0,143584.0,0.3508,0.0504,0.86,0.7,100,0.22,Med,2028,0,0.0066188679245283,0,0,0,0
INS-022,Insurance,58.0,116040.0,0.2427,0.0282,0.8,0.83,100,0.38,Med,2029,0,0.0041844827586206,0,0,0,0
REL-044,Real Estate,94.0,159656.0,0.1562,0.0249,1.01,0.81,100,0.25,Med,2028,0,0.0016617021276595,0,0,0,0
REL-062,Real Estate,58.0,74567.0,0.1108,0.0083,1.07,0.89,100,0.08,High,2032,0,0.0019103448275862,0,0,0,0
CON-032,Consulting,95.0,200688.0,0.5901,0.1184,0.75,0.55,100,0.4,Low,2027,0,0.0062115789473684,0,0,0,0
CON-050,Consulting,78.0,144038.0,0.6015,0.0866,0.95,0.58,100,0.4,Low,2028,0,0.0077115384615384,0,0,0,0
HLT-008,Healthcare,153.0,425892.0,0.4148,0.1767,0.88,0.78,100,0.45,High,2031,0,0.0027111111111111,0,0,0,0
EDU-021,Education,69.0,177636.0,0.3418,0.0607,0.86,0.64,100,0.32,High,2029,0,0.0049536231884057,0,0,0,0
ENR-010,Energy,62.0,120786.0,0.2926,0.0353,1.01,0.67,100,0.23,Low,2027,0,0.0047193548387096,0,0,0,0
MFG-009,Manufacturing,41.0,98991.0,0.6577,0.0651,1.17,0.89,59,0.23,High,2031,0,0.0160414634146341,0,0,0,0
MLO-031,MLOps,135.0,262896.0,0.4428,0.1164,0.64,0.57,100,0.6,Low,2029,0,0.00328,0,0,0,0
GOV-024,Government,60.0,100141.0,0.1157,0.0116,1.02,0.9,100,0.27,High,2029,0,0.0019283333333333,0,0,0,0
TEL-041,Telecom,65.0,86009.0,0.422,0.0363,0.94,0.69,100,0.27,Med,2029,0,0.0064923076923076,0,0,0,0
EDU-068,Education,32.0,64577.0,0.2168,0.014,0.9,0.68,100,0.07,Med,2028,0,0.006775,0,0,0,0
CON-068,Consulting,120.0,204366.0,0.7814,0.1597,0.78,0.6,100,0.39,Low,2027,0,0.0065116666666666,0,0,0,0
CRE-017,Creative,79.0,406002.0,0.2641,0.1072,0.85,0.63,99,0.44,Low,2027,0,0.0033430379746835,0,0,0,0
FIN-077,Finance,166.0,308410.0,0.366,0.1129,1.06,0.42,100,0.61,Low,2027,0,0.0022048192771084,0,0,0,0
TEL-044,Telecom,60.0,109587.0,0.4956,0.0543,0.8,0.59,100,0.22,Low,2029,0,0.00826,0,0,0,0
ENR-077,Energy,75.0,179082.0,0.7613,0.1363,0.81,0.8,56,0.37,Med,2028,0,0.0101506666666666,0,0,0,0
HLT-039,Healthcare,164.0,409457.0,0.3067,0.1256,0.75,0.52,100,0.51,Med,2030,0,0.0018701219512195,0,0,0,0
REL-064,Real Estate,65.0,82090.0,0.2957,0.0243,1.17,0.62,100,0.23,Med,2029,0,0.0045492307692307,0,0,0,0
ENR-030,Energy,64.0,139272.0,0.28,0.039,0.74,0.9,100,0.38,High,2030,0,0.004375,0,0,0,0
FIN-076,Finance,91.0,139002.0,0.4608,0.0641,0.75,0.81,100,0.12,High,2032,0,0.0050637362637362,0,0,0,0
REL-070,Real Estate,56.0,67360.0,0.03,0.002,1.01,0.99,100,0.11,High,2031,0,0.0005357142857142,0,0,0,0
LOG-030,Logistics,35.0,46090.0,0.1435,0.0066,0.83,0.62,100,0.13,Low,2028,0,0.0040999999999999,0,0,0,0
LEG-061,Legal,115.0,190375.0,0.1199,0.0228,0.83,0.72,100,0.21,Med,2029,0,0.0010426086956521,0,0,0,0
LEG-031,Legal,126.0,226651.0,0.3682,0.0835,1.06,0.94,100,0.37,High,2030,0,0.0029222222222222,0,0,0,0
HLT-076,Healthcare,113.0,277047.0,0.1719,0.0476,0.68,0.85,100,0.41,Med,2030,0,0.001521238938053,0,0,0,0
MFG-057,Manufacturing,49.0,102177.0,0.1671,0.0171,1.16,0.83,100,0.35,High,2030,0,0.0034102040816326,0,0,0,0
REL-033,Real Estate,71.0,116707.0,0.2181,0.0255,0.96,0.55,100,0.47,Low,2028,0,0.0030718309859154,0,0,0,0
GOV-061,Government,63.0,160486.0,0.1382,0.0222,0.79,0.66,100,0.39,High,2030,0,0.0021936507936507,0,0,0,0
MLO-068,MLOps,69.0,104219.0,0.2195,0.0229,1.01,0.78,100,0.19,Med,2029,0,0.0031811594202898,0,0,0,0
ENR-080,Energy,72.0,168204.0,0.5712,0.0961,0.74,1.0,87,0.18,High,2032,0,0.0079333333333333,0,0,0,0
CRE-059,Creative,42.0,161215.0,0.6098,0.0983,0.89,0.76,63,0.21,Low,2029,0,0.0145190476190476,0,0,0,0
RET-036,Retail,43.0,90640.0,0.4984,0.0452,0.91,0.77,100,0.44,Med,2028,0,0.0115906976744186,0,0,0,0
FIN-010,Finance,80.0,160653.0,0.6011,0.0966,0.65,1.0,88,0.26,High,2033,0,0.00751375,0,0,0,0
CON-055,Consulting,163.0,348610.0,0.6372,0.2221,1.24,0.76,94,0.49,High,2031,0,0.0039092024539877,0,0,0,0
LOG-078,Logistics,37.0,50491.0,0.0761,0.0038,1.09,0.96,100,0.11,High,2032,0,0.0020567567567567,0,0,0,0
CON-062,Consulting,108.0,168040.0,0.031,0.0052,1.35,0.64,100,0.26,Med,2027,0,0.000287037037037,0,0,0,0
GOV-016,Government,39.0,66806.0,0.0,0.0,0.91,1.0,100,0.12,High,2032,0,0.0,1,1,1,0
FIN-032,Finance,151.0,279033.0,0.4758,0.1328,0.99,0.74,100,0.49,High,2030,0,0.0031509933774834,0,0,0,0
CRE-037,Creative,94.0,422244.0,0.2474,0.1045,0.68,0.52,100,0.57,Low,2028,0,0.002631914893617,0,0,0,0
EDU-057,Education,11650.0,30934250.0,0.1195,0.0264,1.19,0.68,100,0.54,High,2030,0,1.0257510729613734e-05,0,0,0,1
CRE-045,Creative,78.0,324367.0,0.712,0.2309,0.76,0.73,45,0.46,Med,2030,0,0.0091282051282051,0,0,0,0
TEL-052,Telecom,49.0,93987.0,0.6998,0.0658,0.67,1.0,78,0.31,High,2033,0,0.0142816326530612,0,0,0,0
HLT-058,Healthcare,211.0,272344.0,0.1207,0.0329,1.21,0.65,100,0.42,Med,2030,0,0.0005720379146919,0,0,0,0
